,name,brand,ratting,price,Công nghệ màn hình,Độ phân giải,Màn hình rộng,Mặt kính cảm ứng,Quay phim,Đèn Flash,Chụp ảnh nâng cao,Thông tin khác,Hệ điều hành,Chipset (hãng SX CPU),Tốc độ CPU,Chip đồ họa (GPU),RAM,Bộ nhớ trong,Thẻ nhớ ngoài,Mạng di động,SIM,Wifi,GPS,Bluetooth,Cổng kết nối/sạc,Jack tai nghe,Kết nối khác,Thiết kế,Chất liệu,Kích thước,Trọng lượng,Dung lượng pin,Loại pin,Công nghệ pin,Tính năng đặc biệt,Videocall,Bộ nhớ còn lại (khả dụng),Bảo mật nâng cao,Ghi âm,Nghe nhạc,Xem phim,Thời điểm ra mắt,Radio
26,Samsung Galaxy A03 Chính hãng,Samsung,4,,IPS LCD,5 MP,"6.5"" - Tần số quét 60 Hz",Mặt kính cong 3D,FullHD 1080p@30fps,Flash-LED,Góc rộng (Wide) - Góc siêu rộng (Ultrawide) - HDR Lấy nét theo pha (PDAF) - Siêu cận (Macro) - Toàn cảnh (Panorama) - Xóa phông,"Làm đẹp, nhận diện khuôn mặt",Android 11,Mediatek MT6739W,,PowerVR GE8100,4 GB,64 GB,,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot",A-GPS,v5.0,USB Type-C,3.5 mm,OTG,Nguyên khối,Nhựa,164 x 7.6 x 9.1 mm,196 g,5000 mAh,Li-Po,Tiết kiệm pin,,Quay video Full HD,,,,,,,
27,Điện Thoại Nokia 110 4G TA - 1376,Nokia,4,"
790.000 ₫ ",TFT LCD,0.08 MP,1.8 inch,Không có cảm ứng,Có quay phim,,,,,,,,,,"MicroSD, hỗ trợ tối đa 32 GB",Hỗ trợ 4G,2 Nano SIM,,,,Micro USB,3.5 mm,,Pin rời,Khung & Mặt lưng nhựa,121 x 50 x 14.5 mm,84.5 g,1020 mAh,Li-Io,,2000 số,,,,Ghi âm cuộc gọi,WAV,AVI,,FM không cần tai nghe
28,Samsung Galaxy A52s (8GB|128GB) Chính Hãng (BHĐT),Samsung,4,"
8.990.000 ₫ ",Super AMOLED,32 MP,6.5 inch,Kính cường lực Corning Gorilla Glass 5,4K 2160p@30fps - FullHD 1080p@30fps - FullHD 1080p@60fps,Flash-LED,Góc rộng (Wide) - Góc siêu rộng (Ultrawide) - HDR Lấy nét theo pha (PDAF) - Siêu cận (Macro) - Toàn cảnh (Panorama) - Xóa phông,,Android 11,Snapdragon 778G 5G 8 nhân,"1 nhân 2.4 GHz, 3 nhân 2.2 GHz & 4 nhân 1.9 GHz",Adreno 642,8 GB,128 GB,MicroSD,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot","GPS: A-GPS, GLONASS, BDS",v5.2 - A2DP. - LE,USB Type-C,3.5 mm,"NFC, OTG",Nguyên khối,Nhựa,159.9 x 75.1 x 8.4  mm,189 g,4500 mAh,25 W,Sạc pin nhanh,,"HDR, Quay video Full HD",Không rõ,,,,,,
29,Samsung Galaxy A22 (6GB|128GB) Chính Hãng (BHĐT),Samsung,4,"
4.790.000 ₫ ",,5 MP,"6.5""",Mặt kính cong 3D,FullHD 1080p@30fps,Flash-LED,"Zoom quang học (Camera kép), Chụp ảnh xóa phông, A.I Camera, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Beautify",,Android 10,Snapdragon 450 8 nhân,8 nhân 1.8 GHz,Adreno 506,6 GB,128 GB,MicroSD,Hỗ trợ 4G,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot",,v5.0,USB Type-C,3.5 mm,"NFC, OTG",,,,,,,,,,,,,,,,
30,Xiaomi Mi 11T Pro (8GB|256GB) Chính Hãng,Xiaomi,4,"
13.090.000 ₫ ",AMOLED DotDisplay,16 MP,"6.67"" - Tần số quét 120Hz, Tần số lấy mẫu cảm ứng 480Hz",Kính cường lực Corning Gorilla Glass Victus,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Flash-LED,,,Android 11,Qualcomm Snapdragon 888,Up to 2.84 GHz,Qualcomm Adreno 660,8 GB,256 GB UFS 3.1,Không,Hỗ trợ 5G,2 Nano SIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","GPS: A-GPS, GLONASS, BDS","5.2, A2DP, LE, aptX HD",USB Type-C,Không,"NFC, OTG",Nguyên khối,,164.1 x 76.9 x 8.8 mm,204 g,5000 mAh,Li-Ion,"Siêu tiết kiệm pin, Xiaomi HyperCharge 120W",,"HDR, Quay video Full HD",Không rõ,,,,,,
31,Xiaomi 11T (8GB|128GB) Chính Hãng,Xiaomi,4,"
9.690.000 ₫ ",AMOLED DotDisplay,16 MP,"6.67"" - Tần số quét 120Hz",Kính cường lực Corning Gorilla Glass Victus,"4K 2160p@60fps, FullHD 1080p@240fps, FullHD 1080p@30fps, HD 720p@960fps",Flash-LED,,,Android 11,MediaTek Dimensity 1200,Up to 3.0GHz,Mali-G77 MC9,8 GB,128 GB,Không,Hỗ trợ 5G,2 Nano SIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","GPS: A-GPS, GLONASS, BDS","5.2, A2DP, LE, aptX HD",USB Type-C,Không,"NFC, OTG",Nguyên khối,,164.1 x 76.9 x 8.8mm,203 g,5000 mAh,Li-Ion,"Siêu tiết kiệm pin, Sạc pin nhanh 67W, Tiết kiệm pin",,"HDR, Quay video Full HD",Không rõ,,,,,,
32,OPPO Reno6 Z 5G (8GB|128GB) Chính Hãng,OPPO,4,"
8.690.000 ₫ ",AMOLED,32 MP,6.43 inch,Gorilla Glass 5,"Quay phim: HD 720p@240fps, FullHD 1080p@120fps, HD 720p@30fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, HD 720p@60fps",Flash-LED,,,Android 11,Dimensity 800U 5G,Up to 2.4GHz,Arm Mali-G57 MC3,8 GB,128 GB,Có,5G,2 Nano SIM,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac","GPS: A-GPS, GLONASS, BDS","v5.1, LE, A2DP",USB Type-C,,"NFC, OTG",Nguyên khối,,Dài 156.8 mm - Ngang 72.1 mm - Dày 7.9 mm,175 g,4310 mAh,Li-Ion,Sạc pin nhanh,,"HDR, Quay video Full HD",,,,,,,
33,"OPPO Reno 4 (8GB|128GB) Chính hãng (Fullbox, Likenew)",Điện thoại cũ,4,"
5.790.000 ₫ ",AMOLED,32 MP & Phụ cảm biến thông minh A.I,6.4 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps",Flash-LED,,,Android 10,Snapdragon 720G,,Adreno 618,8 GB,128 GB,"MicroSD, hỗ trợ tối đa 256 GB","3G, 4G LTE",2 Nano SIM,"802.11 a/b/g/n/ac, Dual-band, Wi-Fi hotspot","BDS, GALILEO, A-GPS, GLONASS",v5.0,USB-C,3.5 mm,OTG,Nguyên khối,Khung hợp kim phủ nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 160.3 mm - Ngang 73.9 mm - Dày 7.7 mm,165 g,4015 mAh,Li-Po,"Sạc nhanh VOOC, Tiết kiệm pin",,,,,,,,,
34,"OPPO A93 (8GB|128GB) Chính hãng (Fullbox, Likenew)",Điện thoại cũ,4,"
4.990.000 ₫ ",Super AMOLED,16 MP + 2 MP,6.43 inches,Corning Gorilla Glass 3+,"4K@30fps, 1080p@30/120fps, gyro-EIS",Flash-LED,,,Android 10,Mediatek Helio P95,2.2 GHz,IMG PowerVR GM 9446,8 GB,128 GB,"MicroSD, hỗ trợ tối đa 1 TB","3G, 4G LTE",2 Nano SIM,"802.11 a/b/g/n/ac, Dual-band, Wi-Fi hotspot","A-GPS, GLONASS, BDS, GALILEO, QZSS",v5.1,USB-C,,,,,,,4000 mAh,Li-Ion,,,,,,,,,,
35,Samsung Galaxy S20 FE (8GB|256GB) (Fan Edition) Chính Hãng,Samsung,4,"
12.590.000 ₫ ",Super AMOLED,32 MP,6.5 inches,Mặt kính cong 2.5D,UHD 4K (3840 x 2160)@60fps,Flash-LED,,,Android 11,Snapdragon 865 8 nhân,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",Adreno 650,8 GB,256 GB,"MicroSD, hỗ trợ tối đa 1 TB",4G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS",v5.0,USB-C,USB-C,,,,Dài 159.8 x Rộng 74.5 x Dày 8.4 mm,190g,4.500 mAh,Li-Ion,- Sạc nhanh 25W   - Sạc không dây nhanh 15W   - Sạc ngược không dây 4.5W   - USB Power Delivery 3.0,,,,,,,,,
36,Samsung Galaxy Z Fold2 5G (Phiên bản Summer Collection),Samsung,4,"
44.990.000 ₫ ",Foldable Dynamic AMOLED 2X,10 MP + 10 MP,7.6 inches,,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10",,,,Android 10,Qualcomm Snapdragon 865+,,Adreno 650,12 GB,256 GB,Không,5G,2 SIM,"802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",,"5.1, A2DP, LE, aptX HD",USB-C 3.1,USB-C,,,,,,4500 mAh,,,,,,,,,,,
37,Samsung Galaxy S20 Plus (8GB|128GB) Chính hãng (Likenew),Điện thoại cũ,4,"
11.590.000 ₫ ",Dynamic AMOLED 2X,10 MP,6.7 inch,Corning Gorilla Glass 6,"3240p@30fps, 2160p@30/60fps, 1080p@30/60/240fps, HDR10+",,,,Android 10,Exynos 990,,Mali-G77 MP11,8 GB,128 GB,,"5G, LTE",2 Sim,"802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS, BDS, GALILEO","5.0, A2DP, LE, aptX",USB-C 3.1,USB-C,,,,,,4500 mAh,,,,,,,,,,,
38,"Samsung Galaxy S21 Ultra SM-G998F/DS (12GB|128GB) Chính hãng (Fullbox, Likenew)",Điện thoại cũ,4,"
18.390.000 ₫ ",Dynamic AMOLED 2X,"40 MP, f/2.2",6.8 inches,,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,12GB,128GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,166.9 x 76 x 8.8 mm,220g,5.000mAh,,,,,,,,,,,
39,OPPO Reno6 5G (8GB|128GB) Chính Hãng,OPPO,4,"
11.990.000 ₫ ",AMOLED DotDisplay,32 MP,"6.43"" - Tần số quét 90 Hz",Kính cường lực Corning Gorilla Glass 5,4K 2160p@30fps / FullHD 1080p@30fps / FullHD 1080p@60fps / HD 720p@30fps / HD 720p@60fps,Flash-LED,AI Camera / Ban đêm (Night Mode) / Chuyên nghiệp (Pro) / Chạm lấy nét  Góc rộng (Wide) / HDR / Làm đẹp / Lấy nét theo pha (PDAF) / Nhận diện khuôn mặt / Siêu cận (Macro) / Toàn cảnh (Panorama) / Tự động lấy nét (AF) / Xóa phông,HDR / Làm đẹp / Nhãn dán (AR Stickers) / Nhận diện khuôn mặt / Quay video Full HD / Toàn cảnh (Panorama) / Tự động lấy nét (AF) / Xóa phông,Android 11,MediaTek Dimensity 900 5G,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G68 MC4,8 GB,128 GB,Không,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot","GPS: A-GPS, GLONASS, BDS",v5.0,USB Type-C,USB Type-C,OTG,Nguyên khối,Khung hợp kim & Mặt lưng kính Panda,156.8 x 72.1 x 7.59 mm,182 g,4300 mAh,Li-Po,Sạc siêu nhanh SuperVOOC 65W,,Quay video Full HD,110 GB,,,,,,
40,Samsung Galaxy S21 Plus 5G (8GB|256GB) Chính Hãng,Samsung,4,"
22.390.000 ₫ ",Dynamic AMOLED 2X,10 MP,"6,7 inch",,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,8 GB,256 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,4.800 mAh,,,,,,,,,,,
41,Samsung Galaxy A52 (8GB|128GB) Chính hãng (BHĐT),Samsung,4,"
7.790.000 ₫ ",Super AMOLED,32 MP,6.5 inches,,"4K@30fps, 1080p@30/120fps; gyro-EIS",,,,"Android 11, One UI 3.0",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core,Adreno 618,8 GB,128 GB,Có,,,,,,,,,,,,,4500 mAh,,,,,,,,,,,
42,Vsmart Star 5 (3GB|32GB),Vsmart,4,"
1.990.000 ₫ ",IPS LCD,8 MP,6.52 inch,,FullHD 1080p@30fps,Có,"Siêu cận (Macro), Ban đêm (Night Mode), Xóa phông, A.I Camera, Tự động lấy nét (AF) HDR","Xóa phông, Tự động lấy nét (AF), HDR, A.I Camera, Làm đẹp",Android 11,MediaTek Helio G35 8 nhân,4 nhân 2.5 GHz & 4 nhân 1.8 GHz,IMG PowerVR GE8320,3 GB,32GB,"MicroSD, hỗ trợ tối đa 256 GB",Hỗ trợ 4G,Nano 2 SIM,,,,,,,Nguyên khối,Khung & Mặt lưng nhựa,,,5000 mAh,Li-Po,Sạc pin nhanh 18W,,,,,,,,2/2021,
43,Redmi Note 10s (8GB|128GB) Chính Hãng,Xiaomi,4,"
5.990.000 ₫ ",AMOLED,13 MP,6.43 inches,Kính cường lực Corning Gorilla Glass 3,"HD 720p@30fps, FullHD 1080p@30fps",Flash-LED,,,"Android 11, MIUI 12",Mediatek Helio G95 (12 nm),Octa-core,Mali-G76 MC4,6/8 GB,64/128 GB,Có,4G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS, BDS, GALILEO","5.1, A2DP, LE",USB Type-C 2.0,3.5 mm,OTG,Nguyên khối,Khung kim loại & Mặt lưng nhựa,Dài 160.5 mm - Ngang 74.5 mm - Dày 8.3 mm,178.8 g,5000 mAh,Li-Po,Sạc nhanh 33W,,,,,,,,,
44,Samsung Galaxy S21 FE (Fan Edition),Samsung,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Samsung Galaxy S21 Plus 5G (8GB|128GB) Chính Hãng (BHĐT),Samsung,4,"
15.890.000 ₫ ",Dynamic AMOLED 2X,10 MP,"6,7 inch",,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,8 GB,128 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,4.800 mAh,,,,,,,,,,,
46,Samsung Galaxy Z Fold2 5G (Phiên bản Spring 2021),Samsung,4,"
33.990.000 ₫ ",Foldable Dynamic AMOLED 2X,10 MP  + 10 MP,7.6 inches,,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10",,,,Android 10,Qualcomm SM8250 Snapdragon 865+,Octa-core,Adreno 650,12 GB,256 GB,Không,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",,"5.1, A2DP, LE, aptX HD","3.1, Type-C 1.0",,,,,,,4500 mAh,,,,,,,,,,,
47,Samsung Galaxy S21 Ultra 5G (12GB|128GB) Chính Hãng,Samsung,4,"
23.990.000 ₫ ",Dynamic AMOLED 2X,40 MP,6.8 inches,,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,12 GB,128 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,5.000 mAh,,,,,,,,,,,
48,Samsung Galaxy S21 Plus 5G (8GB|128GB) Chính Hãng,Samsung,4,"
19.590.000 ₫ ",Dynamic AMOLED 2X,10 MP,"6,7 inch",,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,8 GB,128 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,4.800 mAh,,,,,,,,,,,
49,Realme C12 (3GB| 32GB),Realme,4,"
3.190.000 ₫ ",LCD,5 MP,6.5 inch,,,,,,Android 10,MediaTek Helio G35,,,3 GB,32 GB,Có,,2 Nano SIM,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot",A-GPS,v5.0,Micro USB,,,,,,,6000 mAh,,,,,,,,,,,
50,Samsung Galaxy Note 10 Plus (12GB|256GB) Chính hãng (Likenew),Điện thoại cũ,4,"
11.390.000 ₫ ",Dynamic AMOLED,"10MP (f/2.2, 80 độ, tự động lấy nét)",6.8 inches,Corning Gorilla Glass,"2160p@60fps, 1080p@240fps, 720p@960fps",,,,Android 9 Pie One UI 1.5,Snapdragon 855/Exynos 9825,Octa-core,Adreno 640 / Mali-G76 MP12,12 GB,256GB,Có,,Nano-SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS, BDS, GALILEO","5.0, A2DP, LE, aptX","3.1, Type-C 1.0",,,,,,,"4.300mAh (sạc nhanh 45W, sạc không dây 15W)",,,,,,,,,,,
51,Samsung Galaxy Z Fold2 5G Chính Hãng,Samsung,4,"
29.900.000 ₫ ",Foldable Dynamic AMOLED 2X,10 MP  + 10 MP,7.6 inches,,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10",,,,Android 10,Qualcomm SM8250 Snapdragon 865+,Octa-core,Adreno 650,12 GB,256 GB,Không,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",,"5.1, A2DP, LE, aptX HD","3.1, Type-C 1.0",,,,,,,4500 mAh,,,,,,,,,,,
52,Nokia 105 TA-1174 2 SIM (2019),Nokia,4,"
399.000 ₫ ",TFT,Không,"1.77""",Không có cảm ứng,Không,Không,Không,,,,,,4 MB,4 MB,,"2G, Không kết nối internet",2 SIM thường,,,,Micro USB,3.5 mm,,,,,,800 mAh,,,Đèn pin,,,,,MP3,,,Có
53,Nokia 110 TA-1192 2 SIM (2019),Nokia,4,"
550.000 ₫ ",TFT,QVGA 320x240,"1.77""",Không có cảm ứng,Có quay phim,Không,Không,,,,,,,4 MB,"MicroSD, hỗ trợ tối đa 32 GB","2G, Không kết nối internet",2 SIM thường,,,,Micro USB,3.5 mm,,,,,,800 mAh,Pin chuẩn Li-Ion,,Đèn pin,,,,,MP3,,,Có
54,Samsung Galaxy S10 5G SM-G977 (8GB|256GB) (Likenew),Samsung,4,"
6.790.000 ₫ ",Dynamic AMOLED,10MP + TOF,6.7 inches,Corning Gorilla Glass 6,"Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@240fps, Quay phim 4K 2160p@60fps",Có,"Chụp ảnh xóa phông, Chế độ Slow Motion, Chế độ Time-Lapse, Chế độ chụp ban đêm (ánh sáng yếu), A.I Camera, Lấy nét theo pha, Điều chỉnh khẩu độ, Super Slow Motion (quay siêu chậm), Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống","Camera góc rộng, Selfie ngược sáng HDR, Tự động lấy nét, Quay video Full HD, Chế độ làm đẹp, Nhận diện khuôn mặt, Chụp bằng giọng nói, Selfie bằng cử chỉ, Flash màn hình, Sticker AR (biểu tượng thực tế ảo), Quay phim 4K, Chụp ảnh xoá phông",Android 9.0,Exynos 9820 Octa,Octa-core (2x2.7 GHz Mongoose M4 & 2x2.3 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55),Mali-G76 MP12,8 GB,256 GB,,Hỗ trợ 5G,,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS, BDS, GALILEO","5.0, A2DP, LE, aptX",USB Type-C,3.5mm,,Nguyên khối,Khung kim loại + mặt kính cường lực,162.6 x 77.1 x 7.9 mm,198 g,4500mAh,Pin chuẩn Li-Ion,"Siêu tiết kiệm pin, Sạc pin nhanh, Sạc pin không dây, Sạc ngược không dây","Dolby Audio™, Chuẩn Kháng nước, Chuẩn kháng bụi, Đèn pin, Sạc pin nhanh, Chặn cuộc gọi, Ghi âm cuộc gọi, Chặn tin nhắn,...",Có,,"Mở khóa bằng khuôn mặt, Mở khoá vân tay dưới màn hình","Có, microphone chuyên dụng chống ồn","H.265, 3GP, MP4, AVI, WMV, H.264(MPEG4-AVC), DivX, WMV9, Xvid","Lossless, Midi, MP3, WAV, WMA, AAC++, eAAC+, OGG, AC3, FLAC",2019,Không
55,Samsung Galaxy S21 Plus 5G (8GB|256GB) Chính Hãng,Samsung,4,"
22.390.000 ₫ ",Dynamic AMOLED 2X,10 MP,"6,7 inch",,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,8 GB,256 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,4.800 mAh,,,,,,,,,,,
56,Samsung Galaxy A52 (8GB|128GB) Chính hãng (BHĐT),Samsung,4,"
7.790.000 ₫ ",Super AMOLED,32 MP,6.5 inches,,"4K@30fps, 1080p@30/120fps; gyro-EIS",,,,"Android 11, One UI 3.0",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core,Adreno 618,8 GB,128 GB,Có,,,,,,,,,,,,,4500 mAh,,,,,,,,,,,
57,Vsmart Star 5 (3GB|32GB),Vsmart,4,"
1.990.000 ₫ ",IPS LCD,8 MP,6.52 inch,,FullHD 1080p@30fps,Có,"Siêu cận (Macro), Ban đêm (Night Mode), Xóa phông, A.I Camera, Tự động lấy nét (AF) HDR","Xóa phông, Tự động lấy nét (AF), HDR, A.I Camera, Làm đẹp",Android 11,MediaTek Helio G35 8 nhân,4 nhân 2.5 GHz & 4 nhân 1.8 GHz,IMG PowerVR GE8320,3 GB,32GB,"MicroSD, hỗ trợ tối đa 256 GB",Hỗ trợ 4G,Nano 2 SIM,,,,,,,Nguyên khối,Khung & Mặt lưng nhựa,,,5000 mAh,Li-Po,Sạc pin nhanh 18W,,,,,,,,2/2021,
58,Redmi Note 10s (8GB|128GB) Chính Hãng,Xiaomi,4,"
5.990.000 ₫ ",AMOLED,13 MP,6.43 inches,Kính cường lực Corning Gorilla Glass 3,"HD 720p@30fps, FullHD 1080p@30fps",Flash-LED,,,"Android 11, MIUI 12",Mediatek Helio G95 (12 nm),Octa-core,Mali-G76 MC4,6/8 GB,64/128 GB,Có,4G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","A-GPS, GLONASS, BDS, GALILEO","5.1, A2DP, LE",USB Type-C 2.0,3.5 mm,OTG,Nguyên khối,Khung kim loại & Mặt lưng nhựa,Dài 160.5 mm - Ngang 74.5 mm - Dày 8.3 mm,178.8 g,5000 mAh,Li-Po,Sạc nhanh 33W,,,,,,,,,
59,Samsung Galaxy S21 FE (Fan Edition),Samsung,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Samsung Galaxy S21 Plus 5G (8GB|128GB) Chính Hãng (BHĐT),Samsung,4,"
15.890.000 ₫ ",Dynamic AMOLED 2X,10 MP,"6,7 inch",,"FullHD 1080p@240fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, 4K 2160p@60fps, HD 720p@960fps, 8K 4320p@24fps",,,,"Android 11, giao diện One UI 3.1",Exynos 2100 8 nhân,"1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",Mali-G78 MP14,8 GB,128 GB,Không,5G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct","BDS, GALILEO, A-GPS, GLONASS","v5.0, apt-X, A2DP",Type-C,Type-C,,,,,,4.800 mAh,,,,,,,,,,,
61,Samsung Galaxy Z Fold2 5G (Phiên bản Spring 2021),Samsung,4,"
33.990.000 ₫ ",Foldable Dynamic AMOLED 2X,10 MP  + 10 MP,7.6 inches,,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10",,,,Android 10,Qualcomm SM8250 Snapdragon 865+,Octa-core,Adreno 650,12 GB,256 GB,Không,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",,"5.1, A2DP, LE, aptX HD","3.1, Type-C 1.0",,,,,,,4500 mAh,,,,,,,,,,,
